BLEURT,bleurt_limit_score,bleurt_open_score
,0.43258172273635864,0.4139247536659241
,0.4067533612251282,0.3890255093574524
,0.43462103605270386,0.4545947313308716
,0.41931211948394775,0.3138105869293213
,0.5033582448959351,0.4187604784965515
,0.426214337348938,0.3819419741630554
,0.44091635942459106,0.5440062880516052
,0.3551986813545227,0.291914701461792
,0.637315034866333,0.5127246975898743
,0.510428786277771,0.5030028820037842
,0.4461671710014343,0.4893631339073181
,0.4706931710243225,0.56730055809021
,0.4089931845664978,0.5611037015914917
,0.48598259687423706,0.49740684032440186
,0.4878908395767212,0.5832595825195312
,0.39437973499298096,0.35591045022010803
,0.38198262453079224,0.29217103123664856
,0.536965012550354,0.4815092086791992
,0.4993075132369995,0.3701639771461487
,0.5092809796333313,0.4459947943687439
,0.4836062788963318,0.36842453479766846
,0.45399606227874756,0.2748512625694275
,0.44907641410827637,0.535647988319397
,0.38983744382858276,0.4247581958770752
,0.4090898036956787,0.5201703310012817
,0.5112783908843994,0.4077707529067993
,0.4665491580963135,0.49263256788253784
,0.477031946182251,0.3590918183326721
,0.30157434940338135,0.38551291823387146
,0.40223461389541626,0.3956354856491089
,0.4372984766960144,0.41168707609176636
,0.3393792510032654,0.48251092433929443
,0.3398247957229614,0.4663376808166504
,0.5357847213745117,0.43897032737731934
,0.49581581354141235,0.49598926305770874
,0.4203324317932129,0.43151330947875977
,0.46003562211990356,0.5482789874076843
,0.3181120753288269,0.4023784399032593
,0.3345910310745239,0.3648744821548462
,0.4078196883201599,0.40418851375579834
,0.4833047389984131,0.4004526138305664
,0.4222099184989929,0.4525296688079834
,0.3423941135406494,0.4198177456855774
,0.25887590646743774,0.35794395208358765
,0.3827863931655884,0.42949408292770386
,0.22221708297729492,0.22990985214710236
,0.37103980779647827,0.4241337180137634
,0.3715980350971222,0.35752010345458984
,0.41665589809417725,0.4290611743927002
,0.38621485233306885,0.3458179831504822
,0.41250085830688477,0.527555525302887
,0.46551817655563354,0.5440600514411926
,0.40837764739990234,0.5215794444084167
,0.3590526282787323,0.4700785279273987
,0.41255509853363037,0.4666246771812439
,0.40227752923965454,0.5239673852920532
,0.4664599299430847,0.4987407922744751
,0.47925394773483276,0.4835869073867798
,0.43569713830947876,0.5720385313034058
,0.394403338432312,0.5199769735336304
,0.24934996664524078,0.5532766580581665
,0.5179733037948608,0.5303544402122498
,0.3972036838531494,0.4386099576950073
,0.41488176584243774,0.4943963885307312
,0.4464545249938965,0.42712628841400146
,0.579123318195343,0.5070344805717468
,0.4659726619720459,0.4953168034553528
,0.22346310317516327,0.36173391342163086
,0.4182600975036621,0.478188157081604
,0.4899570941925049,0.5375021696090698
,0.5142631530761719,0.529973030090332
,0.34142065048217773,0.4781363606452942
,0.3603675961494446,0.4556341767311096
,0.30224084854125977,0.3459928035736084
,0.394209623336792,0.49970221519470215
,0.2992348074913025,0.493341326713562
,0.16993696987628937,0.4187611937522888
,0.5332009792327881,0.4582447409629822
,0.5610992312431335,0.5845530033111572
,0.3954085111618042,0.48726731538772583
,0.39665770530700684,0.4658054709434509
,0.37289392948150635,0.47859787940979004
,0.5145931243896484,0.45538753271102905
,0.23052895069122314,0.327157199382782
final,0.4179011847646463,0.44947735663680805
